siren,denominationUniteLegale,nomUniteLegale,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,categorieJuridiqueUniteLegale,trancheEffectifsUniteLegale,sources,methode_jointure
439874512,ARMOR SITE.COM,,62.01Z,O,9220,NN,sirene,siren_direct
439928540,PROVENCE ALPES COTE D'AZUR WEB DESIGN,,62.01Z,O,9220,NN,sirene,siren_direct
439969999,ASS RECHERCHE DIFFUSION ECHANGES INTERNA,,62.01Z,O,9220,NN,sirene,siren_direct
440085157,INTERFOLINE,,62.01Z,O,9220,NN,sirene,siren_direct
440097343,DIGIGREFFE,,62.01Z,O,9220,NN,sirene,siren_direct
440155422,CERCLE UTILISATEURS PRODUITS SIS,,62.02A,O,9220,NN,sirene,siren_direct
440157915,OUTIL SERVICE INFORMATIQUE ASS,,58.29C,O,9220,NN,sirene,siren_direct
440273951,CARTAGOGO,,62.01Z,O,9220,NN,sirene,siren_direct
440407054,CARITATIS,,62.02A,O,9220,NN,sirene,siren_direct
440498509,NEUROPOLE EPSI BORDEAUX,,62.02A,O,9220,NN,sirene,siren_direct
440517308,LABEL INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
440658995,SPID,,63.11Z,O,9220,NN,sirene,siren_direct
440691814,INFO NET SERVICES,,62.02A,O,9220,NN,sirene,siren_direct
440695427,ASS DROIT ELECTRONIQUE COMMUNICATION,,62.03Z,O,9220,NN,sirene,siren_direct
440800878,ASSOCIATION POUR LE DEVELOPPEMENT DE LA RECHERCHE EN SCIENCE DU SPORT ET DE L'EXERCICE,,62.02A,O,9220,NN,sirene,siren_direct
440954816,AU WEB DES CHAMPS,,62.01Z,O,9220,NN,sirene,siren_direct
441050234,ASSOCIATION IN MEDIA,,62.01Z,O,9220,NN,sirene,siren_direct
441148533,ASSOC BASSINDARCACHON.COM,,62.01Z,O,9220,NN,sirene,siren_direct
441159845,ASSOCIATION RURALNET,,62.01Z,O,9220,NN,sirene,siren_direct
441269776,ASSOCIATION L'OUTIL INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
441299054,ASS PALOISE UTILISATION INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
441411626,SARL AGENIA,,62.01Z,O,5499,NN,sirene,siren_direct
441454535,TELTIA,,62.02A,O,9220,NN,sirene,siren_direct
441456589,DMA-4-SI - EPSI PARIS,,62.02A,O,9220,NN,sirene,siren_direct
441569076,SECOURS INFORMATIQUE,,62.02A,O,5499,NN,sirene,siren_direct
441697034,ART MEDIA CREATION,,62.01Z,O,5460,NN,sirene,siren_direct
441747987,ASSOC NANTAISE INFORMATIQUE SERVICE ANIS,,62.02A,O,9220,NN,sirene,siren_direct
441752151,EDUFLASH,,62.01Z,O,9220,NN,sirene,siren_direct
441928892,ASSOCIATION PRO-INT,,58.29C,O,9220,NN,sirene,siren_direct
441936929,RESOFORMATION,,62.02A,O,9220,NN,sirene,siren_direct
441952975,CLUB INFORMATIQUE QUESTEMBERTOIS,,62.02A,O,9220,NN,sirene,siren_direct
442160909,I MAIL,,62.01Z,O,9220,02,sirene,siren_direct
442270484,NTA - NOUVELLES TECHNOLOGIES EN AUVERGNE,,63.11Z,O,5499,11,sirene,siren_direct
442336822,ARTEFACTA,,62.01Z,O,9220,NN,sirene,siren_direct
442555611,CONFORT-T.I.C. & SERVICES,,58.29C,O,9220,NN,sirene,siren_direct
442557682,ASSOCIATION POUR LA COOPERATION L INFORMATION ET L INNOVATION PEDAGOGIQUE,,58.29C,O,9220,01,sirene,siren_direct
442560140,CLUB DES RESEAUX BRESTOIS,,62.01Z,O,9220,NN,sirene,siren_direct
442691168,PIGNAN ON LINE,,58.29C,O,9220,NN,sirene,siren_direct
442805990,AVANTAGE INFORMATIQUE,,58.29C,O,9220,NN,sirene,siren_direct
442818738,ASS ETUDES RESISTANCE INTERIEURE LANDES,,62.01Z,O,9220,NN,sirene,siren_direct
442905568,ART COM,,58.29C,O,9220,NN,sirene,siren_direct
442923199,ACCES PUBLICS INTERNET,,63.11Z,O,9220,NN,sirene,siren_direct
443055421,AMEREMA,,62.02A,O,5460,01,sirene,siren_direct
443075569,IPSO-FACTO,,62.02A,O,9220,NN,sirene,siren_direct
443078258,ASS MEMOIRE DE LA RESISTANCE DANS DOUBS,,58.21Z,O,9220,NN,sirene,siren_direct
443170139,ENTR'OUVERT,,62.01Z,O,5460,12,sirene,siren_direct
443243357,ASSOCIATION TELEFERIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
443318373,KAURIWEB,,62.01Z,O,5460,11,sirene,siren_direct
443384672,FREE MOUS',,62.02A,O,9220,NN,sirene,siren_direct
443497375,DWASSO,,62.01Z,O,9220,NN,sirene,siren_direct
443563184,@LEF INFORMATIQUE,,58.29C,O,9220,NN,sirene,siren_direct
443646096,KARYS,,62.02A,O,9220,NN,sirene,siren_direct
443717830,LA MELEE,,63.11Z,O,9220,12,sirene,siren_direct
443729876,CYBERSCOP,,63.11Z,O,5460,NN,sirene,siren_direct
443749908,PROMO ASS REUNION INTERNET ECONO SOLIDAI,,58.29C,O,9220,NN,sirene,siren_direct
443781422,LABELPROD LORIENTWEB WMC,,63.12Z,O,9220,NN,sirene,siren_direct
443783170,ADULLACT,,62.02A,O,9220,03,sirene,siren_direct
443814868,ASSO SITE WEB BEARN GAVES BEARN DES GAV,,62.01Z,O,9220,NN,sirene,siren_direct
443943485,ASS EDITSITES,,58.29C,O,9220,NN,sirene,siren_direct
443963087,CTRE AIDE DEVELOP.SITES INTERNET COMMUN.,,58.29C,O,9220,NN,sirene,siren_direct
444060545,ASSISTANCE LOGICIEL FORMATION INFORMATIQ,,62.02A,O,5458,01,sirene,siren_direct
444074413,AGEN TERRITOIRE NUMERIQUE,,62.02A,O,9220,NN,sirene,siren_direct
444106942,SAFRAN TECHNOLOGIES,,62.01Z,O,5460,NN,sirene,siren_direct
444107080,ISC HIGH TECH,,58.29C,O,9220,NN,sirene,siren_direct
444153035,AS-INFO,,62.02A,O,9220,NN,sirene,siren_direct
444170120,ASSOCIATION INDIVIS PROPERTIES,,63.11Z,O,9220,NN,sirene,siren_direct
444197586,ARENAL,,58.29C,O,5710,02,sirene,siren_direct
444283998,ACODEFOR,,62.01Z,O,9220,NN,sirene,siren_direct
444345920,ANIMI LIMINA TERRE DES SONGES,,58.29C,O,9220,NN,sirene,siren_direct
444608392,LA SOURIE VERTE COMMUNICATION,,62.02A,O,9220,NN,sirene,siren_direct
444824122,FRIENDSHIP FIRST(LES COPAINS D'ABORD),,62.01Z,O,9220,NN,sirene,siren_direct
445015647,NET DES CARTABLES,,58.29C,O,9220,NN,sirene,siren_direct
445057490,MM PRODUCTION,,62.01Z,O,9260,NN,sirene,siren_direct
445074230,ASS PROFESSIONNELS INTERNET COLLECTIVITE,,63.11Z,O,9220,NN,sirene,siren_direct
445075427,ALL ONLINE,,62.02A,O,9220,NN,sirene,siren_direct
445112303,ALADINS CONSEILS,,62.01Z,O,9220,NN,sirene,siren_direct
445137896,PANMED,,62.01Z,O,9220,NN,sirene,siren_direct
445194566,STEREDENN PRODUCTION,,63.11Z,O,9220,NN,sirene,siren_direct
445276942,CLUB MICRO DES CAUSSES DU QUERCY,,62.02A,O,9220,NN,sirene,siren_direct
445281462,ASSOC DE FORMATION KZ POLYGONE,,62.01Z,O,9220,NN,sirene,siren_direct
445325533,KOXINEL,,62.02A,O,9220,NN,sirene,siren_direct
445400104,E-TOILE,,62.02A,O,9220,NN,sirene,siren_direct
447601253,ASSOCIATION TAPLANETE.NET,,62.01Z,O,9220,NN,sirene,siren_direct
447988544,ASS DEVELOPP FORMATION INFORMATIQUE MLE,,58.29C,O,9220,NN,sirene,siren_direct
448019281,ELEIS PRODUCTION,,62.02A,O,5458,NN,sirene,siren_direct
448028050,INFORM'ETHIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
448114579,E IMAGINIS,,62.02A,O,9220,NN,sirene,siren_direct
448178749,TFFLAN,,62.02A,O,9220,NN,sirene,siren_direct
448180737,AMICALE FRANCE COMORES,,62.01Z,O,9220,NN,sirene,siren_direct
448189191,ASS CONSEIL ETUDES TECHNO INFORMATION,,62.02A,O,9220,NN,sirene,siren_direct
448398370,CYBER-DIMENSION,,62.01Z,O,9220,NN,sirene,siren_direct
448457507,CONCEPT WEB,,58.29C,O,9220,NN,sirene,siren_direct
448478180,PARTNERS SOLUTION INFORMATIQUE,,62.02A,O,5458,02,sirene,siren_direct
448588749,MICROAIDE,,62.02A,O,9220,NN,sirene,siren_direct
448604728,PROVEXI,,62.02A,O,5660,21,sirene,siren_direct
448607325,ASSOCIATION ARGELESIENNE D'INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
448704320,KAZ,,62.01Z,O,9220,NN,sirene,siren_direct
448720771,EUROGULL,,58.29C,O,9260,NN,sirene,siren_direct
448809608,3IDEV,,62.02A,O,9220,NN,sirene,siren_direct
448849372,LITTLE ARTS CREATIONS,,62.02A,O,9220,NN,sirene,siren_direct
448854554,ASSOCIATION INTACTE,,62.01Z,O,9220,NN,sirene,siren_direct
448882936,CACTUS & CO,,58.29C,O,9220,NN,sirene,siren_direct
448921601,LULU CONCEPT PRODUCTION,,62.01Z,O,9220,NN,sirene,siren_direct
448995787,TVH CONSULTING,,62.02A,O,5710,22,sirene,siren_direct
449156900,FRANCE INTERNET 2003,,58.29C,O,9220,NN,sirene,siren_direct
449171461,GROUPE G3L,,62.02A,O,9220,NN,sirene,siren_direct
449221852,DIOG NET,,62.01Z,O,9220,NN,sirene,siren_direct
449222488,MOTOR,,62.01Z,O,9220,NN,sirene,siren_direct
449223031,MUSIC OCCAZ,,62.01Z,O,9220,NN,sirene,siren_direct
449298744,ASS DIFFUSION INFORMATION SUR TIC EN IDF,,62.01Z,O,9220,NN,sirene,siren_direct
449356096,KALIMETRIX,,62.01Z,O,5460,01,sirene,siren_direct
449562446,VISION FLASH,,62.01Z,O,9220,NN,sirene,siren_direct
449722420,MEDQUAL,,63.11Z,O,9220,NN,sirene,siren_direct
449848175,ASSOCIATION POLYTECHNIQUE.ORG,,62.01Z,O,9220,NN,sirene,siren_direct
449912203,ASSOC DEVELOP RESSOURCES MULTIMEDIA ADRM,,62.02A,O,9220,NN,sirene,siren_direct
449948785,MICROPOLE,,62.01Z,O,9220,NN,sirene,siren_direct
450101027,RADIOPROG,,62.01Z,O,9220,NN,sirene,siren_direct
450198965,ASSOCIATION PRAKSYS,,62.02A,O,9220,NN,sirene,siren_direct
450331533,ATELIER DU NET,,62.01Z,O,9220,NN,sirene,siren_direct
450359492,ALTERNATIVES87,,58.29C,O,9220,NN,sirene,siren_direct
450578190,CA VA'MAIDER,,62.02A,O,9220,NN,sirene,siren_direct
450584206,ASSOCIATION FOURNETWORK,,62.02A,O,9220,NN,sirene,siren_direct
450593272,ZOPE EUROPE,,62.02A,O,9220,NN,sirene,siren_direct
450639349,ESP@CE NUMER. & MULTI-MEDI@ BRESSE BOURG,,62.02A,O,9220,NN,sirene,siren_direct
450646708,BANDAPART.NET,,63.11Z,O,9220,NN,sirene,siren_direct
450724604,TCHUSS,,62.01Z,O,9220,NN,sirene,siren_direct
450815550,SP REFLEXE INFORMATIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
450832423,ASSOCIATION COOPERATIC,,62.02A,O,9220,NN,sirene,siren_direct
450866231,LES DEVELOPPEMENTS DURABLES,,63.11Z,O,5458,02,sirene,siren_direct
450918719,SOTRES LORRAINE,,62.01Z,O,9220,NN,sirene,siren_direct
450944657,AXONUX,,62.01Z,O,5499,NN,sirene,siren_direct
450948526,AASOCIATION CABANAC HAUT DEBIT,,63.11Z,O,9220,NN,sirene,siren_direct
451021521,ASSOCIATION EVASION,,62.01Z,O,9220,NN,sirene,siren_direct
451121701,3 GIGA,,62.01Z,O,9220,NN,sirene,siren_direct
451168967,DYNAMIX AGENCY,,62.01Z,O,9220,NN,sirene,siren_direct
451239073,LA SOURIS VERTE,,62.02A,O,9220,NN,sirene,siren_direct
451319917,ASS DEVELOP APPRENT INFORMATIQUE M RURAL,,62.02A,O,9220,NN,sirene,siren_direct
451325625,ASSOCIATION LAPOUDRE,,62.01Z,O,9220,NN,sirene,siren_direct
451417174,NATURELODGING,,63.11Z,O,9220,NN,sirene,siren_direct
451441604,AFRICA 2005,,62.01Z,O,9220,NN,sirene,siren_direct
451526438,CYBER  SSISTANCE,,58.29C,O,9220,NN,sirene,siren_direct
451547293,TECHNICIEN ASSISTANT FORMATEUR INFORMATI,,62.02A,O,9220,NN,sirene,siren_direct
451749105,CTRE HTES ETUDES INTERNAT INFORMAT DOC,,62.01Z,O,9220,NN,sirene,siren_direct
451882450,ASS AUSSEVIELLE @ INFO,,63.11Z,O,9220,NN,sirene,siren_direct
451883110,KRELYA,,62.01Z,O,9220,NN,sirene,siren_direct
451928105,ASSOCIATION DOCTEUR SOURIS,,58.29C,O,9220,NN,sirene,siren_direct
452068745,INFORMATIQUE CLUB ANGERIEN,,62.01Z,O,9220,NN,sirene,siren_direct
452071848,CLESO CONNECTION,,62.02A,O,9220,NN,sirene,siren_direct
452104482,CREATION DIGITALE,,58.29C,O,9220,NN,sirene,siren_direct
452309958,PARIS ART,,63.12Z,O,9220,NN,sirene,siren_direct
452312473,ASS PROGPHY,,63.11Z,O,9220,NN,sirene,siren_direct
452336316,SERVERGAMERS,,62.01Z,O,9220,NN,sirene,siren_direct
452362353,SOLLIES WAB DESIGN,,63.11Z,O,9220,NN,sirene,siren_direct
452393523,REAGI,,62.01Z,O,9220,NN,sirene,siren_direct
452703085,NEREIDE,,62.01Z,O,5460,11,sirene,siren_direct
452835028,REDI RESEAUX ENTR DEVEL INFORMATIQUES,,62.02A,O,5499,NN,sirene,siren_direct
452960503,GAIA FUTUR,,62.01Z,O,9220,NN,sirene,siren_direct
453052672,BIEN CUISINER,,62.01Z,O,9220,NN,sirene,siren_direct
453122384,ASSOC MULTIMEDIA A LA VOLETTE,,58.29C,O,9220,NN,sirene,siren_direct
453125445,DELPHES,,62.01Z,O,9220,NN,sirene,siren_direct
453146763,RECYCLAB,,62.01Z,O,5460,NN,sirene,siren_direct
453180556,KELIS CONSEIL & DEVELOPPEMENT,,62.01Z,O,5460,11,sirene,siren_direct
453217465,QUINTESSENCE,,62.02A,O,9220,NN,sirene,siren_direct
453273682,EURE ET LOIR ARTS TV,,62.01Z,O,9220,NN,sirene,siren_direct
453274987,ESPIONET,,63.11Z,O,9220,NN,sirene,siren_direct
453278715,CLIMSURE PROVENCE,,62.01Z,O,9220,NN,sirene,siren_direct
453314585,PARINUX,,62.02A,O,9220,NN,sirene,siren_direct
453364150,CLUB INFORMATIQUE DE LA VERPILLIERE,,62.02A,O,9220,NN,sirene,siren_direct
453388985,IJEUNES,,63.11Z,O,9220,NN,sirene,siren_direct
453497075,ASS LEZARD NUMERIQUE,,62.02A,O,9220,NN,sirene,siren_direct
453546970,VALFLAUNET,,62.01Z,O,9220,NN,sirene,siren_direct
453568974,INFORMATIQUE ET CIVILISATIONS,,62.01Z,O,9220,NN,sirene,siren_direct
453630006,E NERGUWEB,,62.01Z,O,9220,NN,sirene,siren_direct
453640914,PREMIUM FORMATION,,62.02A,O,9220,NN,sirene,siren_direct
453714412,ABACUS INFORMATIQUE CONSEIL,,62.02A,O,9220,NN,sirene,siren_direct
453798514,ADIMAR,,62.02A,O,9220,NN,sirene,siren_direct
453818288,ASSISTANCE ET FORMATION A L INTERNET,,62.01Z,O,9220,NN,sirene,siren_direct
453874687,OPERIS,,58.29C,O,5710,22,sirene,siren_direct
453908139,LEDTIC,,62.01Z,O,5460,NN,sirene,siren_direct
453940520,MANCHE SANTE,,63.12Z,O,9220,NN,sirene,siren_direct
453961690,EV @ SOC,,62.01Z,O,5560,NN,sirene,siren_direct
477567598,E-TRIBE,,62.01Z,O,9220,NN,sirene,siren_direct
477627533,L INFORMAT TOUS INCONTRU IN CAPI CORSU,,62.02A,O,9220,NN,sirene,siren_direct
477697825,SIRANO-RESEAU DU BERGERACOIS,,62.01Z,O,9220,NN,sirene,siren_direct
477951545,J2I,,62.01Z,O,5710,NN,sirene,siren_direct
477999080,ASS CHALLENJEUN,,62.02A,O,9220,NN,sirene,siren_direct
478106933,CULTUREZO,,62.01Z,O,9220,NN,sirene,siren_direct
478115652,CHATEAUX ET PATRIMOINE,,63.12Z,O,9220,NN,sirene,siren_direct
478150451,NOVABIOTIS,,58.29C,O,5499,NN,sirene,siren_direct
478276835,NACEOS,,62.02A,O,9220,NN,sirene,siren_direct
478358211,FORUM DES LANGUES DE FRANCE,,63.12Z,O,9220,NN,sirene,siren_direct
478396492,MEDIA BALL CONCEPT,,62.01Z,O,9220,NN,sirene,siren_direct
478545874,SOC FR D INFORMATIQUE DE LABORATOIRES,,63.11Z,O,9220,NN,sirene,siren_direct
478722515,ASSOCIATION SYSTEM NET,,62.01Z,O,9220,NN,sirene,siren_direct
478741481,P I C POLE INFORMATIQUE CAUDACIEN,,62.02A,O,9220,NN,sirene,siren_direct
478918493,ASS POUR PROMOTION INFORMAT A.P.P.I.,,62.02A,O,9220,NN,sirene,siren_direct
479020422,CD1D.COM,,62.01Z,O,9220,NN,sirene,siren_direct
479039760,FICTION DOCUMENTAIRE,,62.01Z,O,9220,NN,sirene,siren_direct
479098980,ASS HEBERGEMENT BON PRIX,,63.11Z,O,9220,NN,sirene,siren_direct
479110249,INDESIGN,,63.11Z,O,9220,NN,sirene,siren_direct
479124653,NEOVO,,62.01Z,O,9220,NN,sirene,siren_direct
479183121,SEVME INFORMATIQUE ET SCE (S.I.S.),,62.01Z,O,5460,12,sirene,siren_direct
479230252,ASSOCIATION KORNOG COMPUTING,,62.01Z,O,9220,NN,sirene,siren_direct
479320095,DEVELOPP L INFORMAT SUR INTERNET,,62.01Z,O,9220,NN,sirene,siren_direct
479460917,ART DE LA DIFFUSION DE L ART,,62.01Z,O,9220,NN,sirene,siren_direct
479573669,SY-LABS,,62.01Z,O,9260,NN,sirene,siren_direct
479606410,JUNIOR MIAGE DE BORDEAUX,,62.01Z,O,9220,NN,sirene,siren_direct
479616088,NAELLIA,,63.11Z,O,9220,NN,sirene,siren_direct
479652596,MULTIMEDIA ASSIST SCE DEVELOPP AUDIT,,62.02A,O,9220,NN,sirene,siren_direct
479679821,LA TOILE DES BIOLOGISTES,,62.01Z,O,9220,NN,sirene,siren_direct
479687873,EPSINUX ARRAS,,62.01Z,O,9220,NN,sirene,siren_direct
479763047,OPENFLYERS,,58.29C,O,9220,NN,sirene,siren_direct
479763393,GEOREZO-LE PORTAIL GEOMATIQUE,,63.12Z,O,9220,NN,sirene,siren_direct
479806747,ARTIM,,62.02A,O,5460,02,sirene,siren_direct
479811754,KTIS,,63.11Z,O,9220,NN,sirene,siren_direct
479817488,YEBA,,62.01Z,O,9220,NN,sirene,siren_direct
479833659,ASSOCIATION INFOVIV,,62.01Z,O,9220,NN,sirene,siren_direct
479922221,CLUB INFORMATIQUE MONTELIMAR,,62.02A,O,9220,NN,sirene,siren_direct
479938144,E-CONNECT,,62.01Z,O,9220,NN,sirene,siren_direct
480142637,LA CORDE VOCALE,,62.01Z,O,9220,01,sirene,siren_direct
480211101,CLUB FORMA  CONSEIL UTILISAT INTERNET,,62.02A,O,9220,NN,sirene,siren_direct
480308626,PICKABEE,,62.01Z,O,5460,NN,sirene,siren_direct
480310929,IDLM,,62.02A,O,5460,NN,sirene,siren_direct
480532878,ASS JEUNZ,,63.11Z,O,9220,NN,sirene,siren_direct
480807890,ASSOCIATION FACIL 67,,62.02A,O,9260,NN,sirene,siren_direct
480944081,COMPREHENSION,,62.02A,O,9220,NN,sirene,siren_direct
481162873,INFORMATIQUE DESIGN & MULTIMEDIA,,62.02A,O,9220,NN,sirene,siren_direct
481172708,BOOMERANG,,62.01Z,O,9220,NN,sirene,siren_direct
481439891,POUR UNE INFORMATIQUE RAISONNEE,,62.02A,O,9220,NN,sirene,siren_direct
481468098,BOURGES WEB DEVELOPPEMENT,,62.01Z,O,9220,NN,sirene,siren_direct
481609428,ASS INFORMATIQUE MASSATOISE A.I.M..,,62.02A,O,9220,NN,sirene,siren_direct
481625382,AKSEO,,63.11Z,O,9220,NN,sirene,siren_direct
481628329,AMEPI,,63.11Z,O,9220,12,sirene,siren_direct
481682045,ASSOCIATION ESPACE NET,,62.02A,O,9220,NN,sirene,siren_direct
481713048,ALEPH IN C CONSULTANTS,,62.02A,O,5460,NN,sirene,siren_direct
481735744,WIDIP,,62.02A,O,5460,12,sirene,siren_direct
481812568,ASS COOPALIBRE,,62.02A,O,9220,NN,sirene,siren_direct
481862332,CYBER2RIEN,,62.01Z,O,9220,NN,sirene,siren_direct
481862829,C A M E R A,,62.01Z,O,9220,NN,sirene,siren_direct
482049491,SARL N'TECH SERVICES,,62.02A,O,5710,11,sirene,siren_direct
482049517,ASSOCIATION ARCH'ASIE,,62.01Z,O,9220,NN,sirene,siren_direct
482071651,CAMYLLA,,62.01Z,O,9220,NN,sirene,siren_direct
482131448,ASS VALORISATION OUTIL INFORMAT RESEAU,,62.02A,O,9220,NN,sirene,siren_direct
482183100,ASS TRYSKEL,,62.01Z,O,9220,NN,sirene,siren_direct
482284973,PC 10,,62.02A,O,9220,NN,sirene,siren_direct
482357423,ASSOCIATION WEB F@ BRIQUE,,62.02A,O,9220,NN,sirene,siren_direct
482418886,FEAC,,62.02A,O,9220,NN,sirene,siren_direct
482423597,1001 BONNES AFFAIRES,,62.01Z,O,9220,NN,sirene,siren_direct
482470374,2 A A Z COMPUTEURS SOLUTIONS,,62.01Z,O,9220,NN,sirene,siren_direct
482487030,FREENEWS,,62.01Z,O,9220,NN,sirene,siren_direct
482601960,ADLINE INFORMATIQUE,,58.29C,O,9220,NN,sirene,siren_direct
482720885,D G L I,,62.02A,O,9220,NN,sirene,siren_direct
482779139,PEEWI,,63.11Z,O,9220,NN,sirene,siren_direct
483058376,CTRL ALT SUP,,62.02A,O,9220,NN,sirene,siren_direct
483169645,WEBU,,62.01Z,O,5458,03,sirene,siren_direct
483316154,PHENOMENE,,62.01Z,O,9220,NN,sirene,siren_direct
483343513,INFORMAT DIAGNOSTIC L ENS MEDECINE,,62.02A,O,9220,NN,sirene,siren_direct
483345377,ILOWEB,,58.29C,O,9220,NN,sirene,siren_direct
483467791,ASSOCIATION PLACE NET.FR,,62.01Z,O,9220,NN,sirene,siren_direct
483530648,DINS MON VILLATGE,,62.01Z,O,9220,NN,sirene,siren_direct
483531216,DOCTOR-MICRO,,62.02A,O,9220,NN,sirene,siren_direct
483727632,L ABC DU PC,,62.02A,O,9220,NN,sirene,siren_direct
484059688,PRATIC INFO,,62.02A,O,9220,NN,sirene,siren_direct
484113584,C.COM,,62.02A,O,9220,NN,sirene,siren_direct
484351564,APYLO,,62.02A,O,9220,NN,sirene,siren_direct
484399100,IRIA,,62.02A,O,9220,NN,sirene,siren_direct
484555412,ORDITEICH ET APB-COM,,62.01Z,O,9220,NN,sirene,siren_direct
484595152,3 A.M.I,,62.02A,O,9220,NN,sirene,siren_direct
484708953,SYNERGHETIC,,62.02A,O,9220,NN,sirene,siren_direct
484807011,TRI-MAGES,,62.01Z,O,9220,NN,sirene,siren_direct
484834684,ATMA TAO,,63.12Z,O,9220,NN,sirene,siren_direct
484982095,ELEDO,,62.01Z,O,5460,NN,sirene,siren_direct
485010292,LILEO,,62.01Z,O,5458,NN,sirene,siren_direct
485031397,FREE WARRIORS,,58.29C,O,9220,NN,sirene,siren_direct
485048466,JUNIOR STATINFO,,63.11Z,O,9220,NN,sirene,siren_direct
485057202,PLANET CYBER,,62.01Z,O,9220,NN,sirene,siren_direct
485125280,ASSOCIATION WEBCOMMUNE,,63.12Z,O,9220,NN,sirene,siren_direct
485162549,EUKLES SOLUTIONS,,62.01Z,O,5710,21,sirene,siren_direct
485174338,SYNASPSES@INFORMATIC,,62.01Z,O,9220,NN,sirene,siren_direct
485209837,SIGNAL SPAM,,62.02A,O,9220,01,sirene,siren_direct
485318604,PRESKIL,,63.11Z,O,9220,NN,sirene,siren_direct
487545246,CENTRE CULTUREL ESPERANTO DE LA REGION DE GRAY,,62.01Z,O,9220,NN,sirene,siren_direct
487841652,SAFE SCORE,,62.01Z,O,5710,03,sirene,siren_direct
488011792,MINDSTEP,,62.02A,O,5460,NN,sirene,siren_direct
488042946,COLLECTIF POUR LE GESTIONDES ETUDES D'AJ MJ,,62.01Z,O,9220,NN,sirene,siren_direct
488250838,INFORMATIQUE CHEZ VOUS.COM,,62.02A,O,9220,NN,sirene,siren_direct
488256835,GIP GEO VENDEE,,63.11Z,O,7410,03,sirene,siren_direct
488307455,OPEN SOURCE RECHERCHE ET DEVELOPPEMENT,,62.01Z,O,9260,01,sirene,siren_direct
488321019,ETYSSA,,62.01Z,O,5460,01,sirene,siren_direct
488344821,CSI CONSEIL EN SERVICES ET INTEGRATION DE PROJETS,,62.02A,O,9220,NN,sirene,siren_direct
488371683,LINUXORABLE,,62.02A,O,9220,NN,sirene,siren_direct
488411828,ELIOSOUND,,58.29C,O,5460,NN,sirene,siren_direct
488537770,ASSOCIATION SERVICES INFORMATIQUE (A.S.I.),,62.02A,O,9220,NN,sirene,siren_direct
488633751,L OCTET A LA MENTHE,,58.29C,O,9220,NN,sirene,siren_direct
488701095,PLANTE&CITE,,63.11Z,O,9220,12,sirene,siren_direct
488743618,XTENSIVE TECHNOLOGIES,,62.02A,O,5499,NN,sirene,siren_direct
488794868,OFFICE DU PATRIMOINE CULTUREL IMMATERIEL  ETHNODOC,,63.11Z,O,9220,02,sirene,siren_direct
488802778,EDITOWEB,,62.01Z,O,9220,NN,sirene,siren_direct
488901612,PLB RESSOURCES,,62.02A,O,5499,NN,sirene,siren_direct
488915141,ASSOMETEO,,63.11Z,O,9220,NN,sirene,siren_direct
489145888,M.A.PL@NETE,,62.01Z,O,9220,NN,sirene,siren_direct
489152256,CIGMAGCA,,62.02A,O,9220,NN,sirene,siren_direct
489182196,GROUP-NETWORK,,62.02A,O,9220,NN,sirene,siren_direct
489218917,ORDISCOPE,,62.02B,O,5458,NN,sirene,siren_direct
489242834,ASSOCIATION INFORM@TIC,,62.02A,O,9220,NN,sirene,siren_direct
489276261,CLUB INFORMATIQUE DE PORT DES BARQUES,,62.02A,O,9220,NN,sirene,siren_direct
489420414,ACADIR,,62.02A,O,9220,NN,sirene,siren_direct
489444968,PRESSE PROXIMITE,,63.11Z,O,9220,NN,sirene,siren_direct
489687400,M.P.V. RACE,,63.11Z,O,9220,NN,sirene,siren_direct
489745760,RESSOURCES INFORMATIQUES,,62.02A,O,9220,NN,sirene,siren_direct
489746495,RISING SON,,62.02A,O,9230,NN,sirene,siren_direct
489749291,CAP DIGITAL,,63.11Z,O,9220,12,sirene,siren_direct
490016284,NATIVLAND REUNION,,62.01Z,O,9220,NN,sirene,siren_direct
490256864,ASSOCIATION DES DEVELOPPEURS D' SGU,,62.01Z,O,9220,NN,sirene,siren_direct
490273471,STUDIO 55 INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
490273489,MACODA,,62.01Z,O,9220,NN,sirene,siren_direct
490282985,IMAGE MULTIMEDIA ET VIE NUMERIQUE,,62.02A,O,9220,NN,sirene,siren_direct
490335379,NICOLAS LAURENT EURL,,62.02A,O,5499,NN,sirene,siren_direct
490415395,ALEX,,62.02A,O,5499,NN,sirene,siren_direct
490555430,ASSOCIATION D'AIDES AUX PERSONNES AGEES TALL THIS IT,,62.01Z,O,9220,NN,sirene,siren_direct
490563624,KATRINET,,62.01Z,O,9220,NN,sirene,siren_direct
490601176,M@RINET,,62.02A,O,9220,NN,sirene,siren_direct
490696887,ASS GDIRECTE,,63.11Z,O,9220,NN,sirene,siren_direct
