siren,denominationUniteLegale,activitePrincipaleUniteLegale,sources,methode_jointure
437956477,HYBRID PROGMASTER,62.01Z,ess_france|sirene,siren_direct
438023087,STRASSBUCH EN LIGNE,62.01Z,ess_france|sirene,siren_direct
438062531,ETHNOGRAPHIQUES.ORG,62.01Z,ess_france|sirene,siren_direct
438086167,ASSOC WWW.WELCOMFRANCE.COM,62.01Z,ess_france|sirene,siren_direct
438121808,RENCONTRE D ESPACES,62.01Z,ess_france|sirene,siren_direct
438168718,OUVATON,63.11Z,ess_france|sirene,siren_direct
438176075,O'MALLEY NET,62.01Z,ess_france|sirene,siren_direct
438222069,AIOLI,62.01Z,ess_france|sirene,siren_direct
438310369,ARGILE,62.02A,ess_france|sirene,siren_direct
438602187,MOTION TWIN,58.21Z,ess_france|sirene,siren_direct
438623209,INFORMATINET.NET,62.02A,ess_france|sirene,siren_direct
438635955,CAPE OPEN LABORATOIRES NETWORK,62.02A,ess_france|sirene,siren_direct
438654360,I - 3D,62.01Z,ess_france|sirene,siren_direct
438806655,WEB INITIO,63.11Z,ess_france|sirene,siren_direct
438870578,COOPERATIVE POUR LA SECURITE DE L'INFORMATIQUE ET DE LA COMMUNICATION,58.29C,ess_france|sirene,siren_direct
438991952,ATELIERS DES WEBMASTERS FRANCILIENS,62.01Z,ess_france|sirene,siren_direct
439037136,AVANTAGE DIGITAL.,63.11Z,ess_france|sirene,siren_direct
439086448,IGREC & ZED,62.01Z,ess_france|sirene,siren_direct
439185240,SERIZED,62.01Z,ess_france|sirene,siren_direct
439327065,MCD CONSEIL,62.02A,ess_france|sirene,siren_direct
439465097,MIL COM MEDIA INFORMATIQUE LIBERTES COM,62.02A,ess_france|sirene,siren_direct
439465352,ECONCEPT,62.01Z,ess_france|sirene,siren_direct
439526070,ASS DEVELOP PEDAGOGIQUE EUROPEEN COM,58.29C,ess_france|sirene,siren_direct
439687302,NET ET MECHANT,62.01Z,ess_france|sirene,siren_direct
439731704,ASSOCIATION E TOILES,62.01Z,ess_france|sirene,siren_direct
439801861,ASSOCIATION CYBERT SIN GLIN GLIN,62.01Z,ess_france|sirene,siren_direct
439804584,INFORMATIQUE SANS FRONTIERES TELECOMM.,58.29C,ess_france|sirene,siren_direct
439874512,ARMOR SITE.COM,62.01Z,ess_france|sirene,siren_direct
439928540,PROVENCE ALPES COTE D'AZUR WEB DESIGN,62.01Z,ess_france|sirene,siren_direct
439969999,ASS RECHERCHE DIFFUSION ECHANGES INTERNA,62.01Z,ess_france|sirene,siren_direct
440085157,INTERFOLINE,62.01Z,ess_france|sirene,siren_direct
440097343,DIGIGREFFE,62.01Z,ess_france|sirene,siren_direct
440155422,CERCLE UTILISATEURS PRODUITS SIS,62.02A,ess_france|sirene,siren_direct
440157915,OUTIL SERVICE INFORMATIQUE ASS,58.29C,ess_france|sirene,siren_direct
440273951,CARTAGOGO,62.01Z,ess_france|sirene,siren_direct
440407054,CARITATIS,62.02A,ess_france|sirene,siren_direct
440498509,NEUROPOLE EPSI BORDEAUX,62.02A,ess_france|sirene,siren_direct
440517308,LABEL INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
440658995,SPID,63.11Z,ess_france|sirene,siren_direct
440691814,INFO NET SERVICES,62.02A,ess_france|sirene,siren_direct
440695427,ASS DROIT ELECTRONIQUE COMMUNICATION,62.03Z,ess_france|sirene,siren_direct
440954816,AU WEB DES CHAMPS,62.01Z,ess_france|sirene,siren_direct
441050234,ASSOCIATION IN MEDIA,62.01Z,ess_france|sirene,siren_direct
441159845,ASSOCIATION RURALNET,62.01Z,ess_france|sirene,siren_direct
441269776,ASSOCIATION L'OUTIL INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
441299054,ASS PALOISE UTILISATION INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
441454535,TELTIA,62.02A,ess_france|sirene,siren_direct
441697034,ART MEDIA CREATION,62.01Z,ess_france|sirene,siren_direct
441747987,ASSOC NANTAISE INFORMATIQUE SERVICE ANIS,62.02A,ess_france|sirene,siren_direct
441752151,EDUFLASH,62.01Z,ess_france|sirene,siren_direct
441928892,ASSOCIATION PRO-INT,58.29C,ess_france|sirene,siren_direct
441936929,RESOFORMATION,62.02A,ess_france|sirene,siren_direct
442160909,I MAIL,62.01Z,ess_france|sirene,siren_direct
442336822,ARTEFACTA,62.01Z,ess_france|sirene,siren_direct
442555611,CONFORT-T.I.C. & SERVICES,58.29C,ess_france|sirene,siren_direct
442557682,ASSOCIATION POUR LA COOPERATION L INFORMATION ET L INNOVATION PEDAGOGIQUE,58.29C,ess_france|sirene,siren_direct
442560140,CLUB DES RESEAUX BRESTOIS,62.01Z,ess_france|sirene,siren_direct
442691168,PIGNAN ON LINE,58.29C,ess_france|sirene,siren_direct
442818738,ASS ETUDES RESISTANCE INTERIEURE LANDES,62.01Z,ess_france|sirene,siren_direct
442905568,ART COM,58.29C,ess_france|sirene,siren_direct
442923199,ACCES PUBLICS INTERNET,63.11Z,ess_france|sirene,siren_direct
443055421,AMEREMA,62.02A,ess_france|sirene,siren_direct
443075569,IPSO-FACTO,62.02A,ess_france|sirene,siren_direct
443170139,ENTR'OUVERT,62.01Z,ess_france|sirene,siren_direct
443243357,ASSOCIATION TELEFERIQUE,63.11Z,ess_france|sirene,siren_direct
443318373,KAURIWEB,62.01Z,ess_france|sirene,siren_direct
443384672,FREE MOUS',62.02A,ess_france|sirene,siren_direct
443497375,DWASSO,62.01Z,ess_france|sirene,siren_direct
443563184,@LEF INFORMATIQUE,58.29C,ess_france|sirene,siren_direct
443717830,LA MELEE,63.11Z,ess_france|sirene,siren_direct
443729876,CYBERSCOP,63.11Z,ess_france|sirene,siren_direct
443749908,PROMO ASS REUNION INTERNET ECONO SOLIDAI,58.29C,ess_france|sirene,siren_direct
443781422,LABELPROD LORIENTWEB WMC,63.12Z,ess_france|sirene,siren_direct
443783170,ADULLACT,62.02A,ess_france|sirene,siren_direct
443814868,ASSO SITE WEB BEARN GAVES BEARN DES GAV,62.01Z,ess_france|sirene,siren_direct
443943485,ASS EDITSITES,58.29C,ess_france|sirene,siren_direct
443963087,CTRE AIDE DEVELOP.SITES INTERNET COMMUN.,58.29C,ess_france|sirene,siren_direct
444060545,ASSISTANCE LOGICIEL FORMATION INFORMATIQ,62.02A,ess_france|sirene,siren_direct
444074413,AGEN TERRITOIRE NUMERIQUE,62.02A,ess_france|sirene,siren_direct
444153035,AS-INFO,62.02A,ess_france|sirene,siren_direct
444170120,ASSOCIATION INDIVIS PROPERTIES,63.11Z,ess_france|sirene,siren_direct
444283998,ACODEFOR,62.01Z,ess_france|sirene,siren_direct
444345920,ANIMI LIMINA TERRE DES SONGES,58.29C,ess_france|sirene,siren_direct
444608392,LA SOURIE VERTE COMMUNICATION,62.02A,ess_france|sirene,siren_direct
444824122,FRIENDSHIP FIRST(LES COPAINS D'ABORD),62.01Z,ess_france|sirene,siren_direct
445015647,NET DES CARTABLES,58.29C,ess_france|sirene,siren_direct
445057490,MM PRODUCTION,62.01Z,ess_france|sirene,siren_direct
445112303,ALADINS CONSEILS,62.01Z,ess_france|sirene,siren_direct
445137896,PANMED,62.01Z,ess_france|sirene,siren_direct
445194566,STEREDENN PRODUCTION,63.11Z,ess_france|sirene,siren_direct
445276942,CLUB MICRO DES CAUSSES DU QUERCY,62.02A,ess_france|sirene,siren_direct
445325533,KOXINEL,62.02A,ess_france|sirene,siren_direct
445400104,E-TOILE,62.02A,ess_france|sirene,siren_direct
447601253,ASSOCIATION TAPLANETE.NET,62.01Z,ess_france|sirene,siren_direct
447988544,ASS DEVELOPP FORMATION INFORMATIQUE MLE,58.29C,ess_france|sirene,siren_direct
448080606,PROBESYS,62.02A,ess_france|sirene,siren_direct
448178749,TFFLAN,62.02A,ess_france|sirene,siren_direct
448180737,AMICALE FRANCE COMORES,62.01Z,ess_france|sirene,siren_direct
448189191,ASS CONSEIL ETUDES TECHNO INFORMATION,62.02A,ess_france|sirene,siren_direct
448457507,CONCEPT WEB,58.29C,ess_france|sirene,siren_direct
448478180,PARTNERS SOLUTION INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
448604728,PROVEXI,62.02A,ess_france|sirene,siren_direct
448607325,ASSOCIATION ARGELESIENNE D'INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
448704320,KAZ,62.01Z,ess_france|sirene,siren_direct
448720771,EUROGULL,58.29C,ess_france|sirene,siren_direct
448849372,LITTLE ARTS CREATIONS,62.02A,ess_france|sirene,siren_direct
448882936,CACTUS & CO,58.29C,ess_france|sirene,siren_direct
449156900,FRANCE INTERNET 2003,58.29C,ess_france|sirene,siren_direct
449171461,GROUPE G3L,62.02A,ess_france|sirene,siren_direct
449222488,MOTOR,62.01Z,ess_france|sirene,siren_direct
449223031,MUSIC OCCAZ,62.01Z,ess_france|sirene,siren_direct
449298744,ASS DIFFUSION INFORMATION SUR TIC EN IDF,62.01Z,ess_france|sirene,siren_direct
449356096,KALIMETRIX,62.01Z,ess_france|sirene,siren_direct
449562446,VISION FLASH,62.01Z,ess_france|sirene,siren_direct
449722420,MEDQUAL,63.11Z,ess_france|sirene,siren_direct
449848175,ASSOCIATION POLYTECHNIQUE.ORG,62.01Z,ess_france|sirene,siren_direct
449912203,ASSOC DEVELOP RESSOURCES MULTIMEDIA ADRM,62.02A,ess_france|sirene,siren_direct
449948785,MICROPOLE,62.01Z,ess_france|sirene,siren_direct
450101027,RADIOPROG,62.01Z,ess_france|sirene,siren_direct
450198965,ASSOCIATION PRAKSYS,62.02A,ess_france|sirene,siren_direct
450331533,ATELIER DU NET,62.01Z,ess_france|sirene,siren_direct
450359492,ALTERNATIVES87,58.29C,ess_france|sirene,siren_direct
450593272,ZOPE EUROPE,62.02A,ess_france|sirene,siren_direct
450639349,ESP@CE NUMER. & MULTI-MEDI@ BRESSE BOURG,62.02A,ess_france|sirene,siren_direct
450646708,BANDAPART.NET,63.11Z,ess_france|sirene,siren_direct
450815550,SP REFLEXE INFORMATIQUE,63.11Z,ess_france|sirene,siren_direct
450832423,ASSOCIATION COOPERATIC,62.02A,ess_france|sirene,siren_direct
450866231,LES DEVELOPPEMENTS DURABLES,63.11Z,ess_france|sirene,siren_direct
450948526,AASOCIATION CABANAC HAUT DEBIT,63.11Z,ess_france|sirene,siren_direct
451021521,ASSOCIATION EVASION,62.01Z,ess_france|sirene,siren_direct
451168967,DYNAMIX AGENCY,62.01Z,ess_france|sirene,siren_direct
451239073,LA SOURIS VERTE,62.02A,ess_france|sirene,siren_direct
451319917,ASS DEVELOP APPRENT INFORMATIQUE M RURAL,62.02A,ess_france|sirene,siren_direct
451325625,ASSOCIATION LAPOUDRE,62.01Z,ess_france|sirene,siren_direct
451417174,NATURELODGING,63.11Z,ess_france|sirene,siren_direct
451441604,AFRICA 2005,62.01Z,ess_france|sirene,siren_direct
451526438,CYBER  SSISTANCE,58.29C,ess_france|sirene,siren_direct
451547293,TECHNICIEN ASSISTANT FORMATEUR INFORMATI,62.02A,ess_france|sirene,siren_direct
451749105,CTRE HTES ETUDES INTERNAT INFORMAT DOC,62.01Z,ess_france|sirene,siren_direct
451883110,KRELYA,62.01Z,ess_france|sirene,siren_direct
452068745,INFORMATIQUE CLUB ANGERIEN,62.01Z,ess_france|sirene,siren_direct
452071848,CLESO CONNECTION,62.02A,ess_france|sirene,siren_direct
452309958,PARIS ART,63.12Z,ess_france|sirene,siren_direct
452312473,ASS PROGPHY,63.11Z,ess_france|sirene,siren_direct
452362353,SOLLIES WAB DESIGN,63.11Z,ess_france|sirene,siren_direct
452703085,NEREIDE,62.01Z,ess_france|sirene,siren_direct
452960503,GAIA FUTUR,62.01Z,ess_france|sirene,siren_direct
453052672,BIEN CUISINER,62.01Z,ess_france|sirene,siren_direct
453125445,DELPHES,62.01Z,ess_france|sirene,siren_direct
453146763,RECYCLAB,62.01Z,ess_france|sirene,siren_direct
453180556,KELIS CONSEIL & DEVELOPPEMENT,62.01Z,ess_france|sirene,siren_direct
453217465,QUINTESSENCE,62.02A,ess_france|sirene,siren_direct
453273682,EURE ET LOIR ARTS TV,62.01Z,ess_france|sirene,siren_direct
453274987,ESPIONET,63.11Z,ess_france|sirene,siren_direct
453278715,CLIMSURE PROVENCE,62.01Z,ess_france|sirene,siren_direct
453314585,PARINUX,62.02A,ess_france|sirene,siren_direct
453364150,CLUB INFORMATIQUE DE LA VERPILLIERE,62.02A,ess_france|sirene,siren_direct
453388985,IJEUNES,63.11Z,ess_france|sirene,siren_direct
453546970,VALFLAUNET,62.01Z,ess_france|sirene,siren_direct
453568974,INFORMATIQUE ET CIVILISATIONS,62.01Z,ess_france|sirene,siren_direct
453630006,E NERGUWEB,62.01Z,ess_france|sirene,siren_direct
453714412,ABACUS INFORMATIQUE CONSEIL,62.02A,ess_france|sirene,siren_direct
453798514,ADIMAR,62.02A,ess_france|sirene,siren_direct
453818288,ASSISTANCE ET FORMATION A L INTERNET,62.01Z,ess_france|sirene,siren_direct
453837957,CLISS XXI,62.02A,ess_france|sirene,siren_direct
453961690,EV @ SOC,62.01Z,ess_france|sirene,siren_direct
477567598,E-TRIBE,62.01Z,ess_france|sirene,siren_direct
477627533,L INFORMAT TOUS INCONTRU IN CAPI CORSU,62.02A,ess_france|sirene,siren_direct
477697825,SIRANO-RESEAU DU BERGERACOIS,62.01Z,ess_france|sirene,siren_direct
478106933,CULTUREZO,62.01Z,ess_france|sirene,siren_direct
478115652,CHATEAUX ET PATRIMOINE,63.12Z,ess_france|sirene,siren_direct
478276835,NACEOS,62.02A,ess_france|sirene,siren_direct
478358211,FORUM DES LANGUES DE FRANCE,63.12Z,ess_france|sirene,siren_direct
478396492,MEDIA BALL CONCEPT,62.01Z,ess_france|sirene,siren_direct
478545874,SOC FR D INFORMATIQUE DE LABORATOIRES,63.11Z,ess_france|sirene,siren_direct
478722515,ASSOCIATION SYSTEM NET,62.01Z,ess_france|sirene,siren_direct
478918493,ASS POUR PROMOTION INFORMAT A.P.P.I.,62.02A,ess_france|sirene,siren_direct
479020422,CD1D.COM,62.01Z,ess_france|sirene,siren_direct
479098980,ASS HEBERGEMENT BON PRIX,63.11Z,ess_france|sirene,siren_direct
479110249,INDESIGN,63.11Z,ess_france|sirene,siren_direct
479124653,NEOVO,62.01Z,ess_france|sirene,siren_direct
479183121,SEVME INFORMATIQUE ET SCE (S.I.S.),62.01Z,ess_france|sirene,siren_direct
479227993,BEARSTECH,63.11Z,ess_france|sirene,siren_direct
479230252,ASSOCIATION KORNOG COMPUTING,62.01Z,ess_france|sirene,siren_direct
479320095,DEVELOPP L INFORMAT SUR INTERNET,62.01Z,ess_france|sirene,siren_direct
479460917,ART DE LA DIFFUSION DE L ART,62.01Z,ess_france|sirene,siren_direct
479573669,SY-LABS,62.01Z,ess_france|sirene,siren_direct
479606410,JUNIOR MIAGE DE BORDEAUX,62.01Z,ess_france|sirene,siren_direct
479616088,NAELLIA,63.11Z,ess_france|sirene,siren_direct
479652596,MULTIMEDIA ASSIST SCE DEVELOPP AUDIT,62.02A,ess_france|sirene,siren_direct
479679821,LA TOILE DES BIOLOGISTES,62.01Z,ess_france|sirene,siren_direct
479687873,EPSINUX ARRAS,62.01Z,ess_france|sirene,siren_direct
479763047,OPENFLYERS,58.29C,ess_france|sirene,siren_direct
479763393,GEOREZO-LE PORTAIL GEOMATIQUE,63.12Z,ess_france|sirene,siren_direct
479806747,ARTIM,62.02A,ess_france|sirene,siren_direct
479817488,YEBA,62.01Z,ess_france|sirene,siren_direct
479833659,ASSOCIATION INFOVIV,62.01Z,ess_france|sirene,siren_direct
479922221,CLUB INFORMATIQUE MONTELIMAR,62.02A,ess_france|sirene,siren_direct
479938144,E-CONNECT,62.01Z,ess_france|sirene,siren_direct
480142637,LA CORDE VOCALE,62.01Z,ess_france|sirene,siren_direct
480211101,CLUB FORMA  CONSEIL UTILISAT INTERNET,62.02A,ess_france|sirene,siren_direct
480308626,PICKABEE,62.01Z,ess_france|sirene,siren_direct
480532878,ASS JEUNZ,63.11Z,ess_france|sirene,siren_direct
480807890,ASSOCIATION FACIL 67,62.02A,ess_france|sirene,siren_direct
480944081,COMPREHENSION,62.02A,ess_france|sirene,siren_direct
481162873,INFORMATIQUE DESIGN & MULTIMEDIA,62.02A,ess_france|sirene,siren_direct
481172708,BOOMERANG,62.01Z,ess_france|sirene,siren_direct
481609428,ASS INFORMATIQUE MASSATOISE A.I.M..,62.02A,ess_france|sirene,siren_direct
481625382,AKSEO,63.11Z,ess_france|sirene,siren_direct
481628329,AMEPI,63.11Z,ess_france|sirene,siren_direct
481682045,ASSOCIATION ESPACE NET,62.02A,ess_france|sirene,siren_direct
481713048,ALEPH IN C CONSULTANTS,62.02A,ess_france|sirene,siren_direct
481735744,WIDIP,62.02A,ess_france|sirene,siren_direct
481812568,ASS COOPALIBRE,62.02A,ess_france|sirene,siren_direct
481862829,C A M E R A,62.01Z,ess_france|sirene,siren_direct
482049517,ASSOCIATION ARCH'ASIE,62.01Z,ess_france|sirene,siren_direct
482071651,CAMYLLA,62.01Z,ess_france|sirene,siren_direct
482131448,ASS VALORISATION OUTIL INFORMAT RESEAU,62.02A,ess_france|sirene,siren_direct
482183100,ASS TRYSKEL,62.01Z,ess_france|sirene,siren_direct
482284973,PC 10,62.02A,ess_france|sirene,siren_direct
482418886,FEAC,62.02A,ess_france|sirene,siren_direct
482423597,1001 BONNES AFFAIRES,62.01Z,ess_france|sirene,siren_direct
482470374,2 A A Z COMPUTEURS SOLUTIONS,62.01Z,ess_france|sirene,siren_direct
482487030,FREENEWS,62.01Z,ess_france|sirene,siren_direct
482601960,ADLINE INFORMATIQUE,58.29C,ess_france|sirene,siren_direct
482720885,D G L I,62.02A,ess_france|sirene,siren_direct
482779139,PEEWI,63.11Z,ess_france|sirene,siren_direct
483058376,CTRL ALT SUP,62.02A,ess_france|sirene,siren_direct
483169645,WEBU,62.01Z,ess_france|sirene,siren_direct
483247862,DALIBO,62.02A,ess_france|sirene,siren_direct
483316154,PHENOMENE,62.01Z,ess_france|sirene,siren_direct
483343513,INFORMAT DIAGNOSTIC L ENS MEDECINE,62.02A,ess_france|sirene,siren_direct
483345377,ILOWEB,58.29C,ess_france|sirene,siren_direct
483467791,ASSOCIATION PLACE NET.FR,62.01Z,ess_france|sirene,siren_direct
483531216,DOCTOR-MICRO,62.02A,ess_france|sirene,siren_direct
484059688,PRATIC INFO,62.02A,ess_france|sirene,siren_direct
484113584,C.COM,62.02A,ess_france|sirene,siren_direct
484351564,APYLO,62.02A,ess_france|sirene,siren_direct
484399100,IRIA,62.02A,ess_france|sirene,siren_direct
484555412,ORDITEICH ET APB-COM,62.01Z,ess_france|sirene,siren_direct
484708953,SYNERGHETIC,62.02A,ess_france|sirene,siren_direct
484807011,TRI-MAGES,62.01Z,ess_france|sirene,siren_direct
484834684,ATMA TAO,63.12Z,ess_france|sirene,siren_direct
484982095,ELEDO,62.01Z,ess_france|sirene,siren_direct
485031397,FREE WARRIORS,58.29C,ess_france|sirene,siren_direct
485048466,JUNIOR STATINFO,63.11Z,ess_france|sirene,siren_direct
485057202,PLANET CYBER,62.01Z,ess_france|sirene,siren_direct
485125280,ASSOCIATION WEBCOMMUNE,63.12Z,ess_france|sirene,siren_direct
485174338,SYNASPSES@INFORMATIC,62.01Z,ess_france|sirene,siren_direct
485209837,SIGNAL SPAM,62.02A,ess_france|sirene,siren_direct
485318604,PRESKIL,63.11Z,ess_france|sirene,siren_direct
487545246,CENTRE CULTUREL ESPERANTO DE LA REGION DE GRAY,62.01Z,ess_france|sirene,siren_direct
487889313,OLKOA,62.02A,ess_france|sirene,siren_direct
488011792,MINDSTEP,62.02A,ess_france|sirene,siren_direct
488042946,COLLECTIF POUR LE GESTIONDES ETUDES D'AJ MJ,62.01Z,ess_france|sirene,siren_direct
488256835,GIP GEO VENDEE,63.11Z,ess_france|sirene,siren_direct
488307455,OPEN SOURCE RECHERCHE ET DEVELOPPEMENT,62.01Z,ess_france|sirene,siren_direct
488321019,ETYSSA,62.01Z,ess_france|sirene,siren_direct
488633751,L OCTET A LA MENTHE,58.29C,ess_france|sirene,siren_direct
488701095,PLANTE&CITE,63.11Z,ess_france|sirene,siren_direct
488794868,OFFICE DU PATRIMOINE CULTUREL IMMATERIEL  ETHNODOC,63.11Z,ess_france|sirene,siren_direct
488915141,ASSOMETEO,63.11Z,ess_france|sirene,siren_direct
489145888,M.A.PL@NETE,62.01Z,ess_france|sirene,siren_direct
489152256,CIGMAGCA,62.02A,ess_france|sirene,siren_direct
489182196,GROUP-NETWORK,62.02A,ess_france|sirene,siren_direct
489242834,ASSOCIATION INFORM@TIC,62.02A,ess_france|sirene,siren_direct
489276261,CLUB INFORMATIQUE DE PORT DES BARQUES,62.02A,ess_france|sirene,siren_direct
489420414,ACADIR,62.02A,ess_france|sirene,siren_direct
489444968,PRESSE PROXIMITE,63.11Z,ess_france|sirene,siren_direct
489687400,M.P.V. RACE,63.11Z,ess_france|sirene,siren_direct
489745760,RESSOURCES INFORMATIQUES,62.02A,ess_france|sirene,siren_direct
489746495,RISING SON,62.02A,ess_france|sirene,siren_direct
489749291,CAP DIGITAL,63.11Z,ess_france|sirene,siren_direct
490016284,NATIVLAND REUNION,62.01Z,ess_france|sirene,siren_direct
490256864,ASSOCIATION DES DEVELOPPEURS D' SGU,62.01Z,ess_france|sirene,siren_direct
490273471,STUDIO 55 INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
490282985,IMAGE MULTIMEDIA ET VIE NUMERIQUE,62.02A,ess_france|sirene,siren_direct
490563624,KATRINET,62.01Z,ess_france|sirene,siren_direct
490601176,M@RINET,62.02A,ess_france|sirene,siren_direct
491011698,LIBRICIEL,62.01Z,ess_france|sirene,siren_direct
491082475,INFORMATIQUE SABLAISE,62.02A,ess_france|sirene,siren_direct
491139143,INFO LIMOUSIN,63.12Z,ess_france|sirene,siren_direct
491207072,WEB ET SAVOIRS,62.01Z,ess_france|sirene,siren_direct
491307252,MEZCALITO,63.11Z,ess_france|sirene,siren_direct
491348009,TAIBA INFOSERVICES,62.01Z,ess_france|sirene,siren_direct
491623195,SERVICES DOM ASSOCIATION,62.01Z,ess_france|sirene,siren_direct
491737656,TIMOTHY,62.01Z,ess_france|sirene,siren_direct
491806717,PRO FORMATION,62.02A,ess_france|sirene,siren_direct
491866521,ACREER INFOGERANCE,62.02A,ess_france|sirene,siren_direct
492010798,SYLANA,63.11Z,ess_france|sirene,siren_direct
492036751,WWW.VIAPAY.FR,62.02A,ess_france|sirene,siren_direct
492073044,ACCES POUR TOUS A L'INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
492098421,EDIBUILD,63.11Z,ess_france|sirene,siren_direct
492226477,L'INFORMATIQUE FACILE,62.02A,ess_france|sirene,siren_direct
492240296,ETICWEB,62.02A,ess_france|sirene,siren_direct
492320783,ASSOCIATION WEB-IMPACT,62.01Z,ess_france|sirene,siren_direct
492464763,LADAP,63.11Z,ess_france|sirene,siren_direct
492646476,ASSOC ATELIERS DES CLICS INFORMATIQUE ET INTERNET,62.02A,ess_france|sirene,siren_direct
492650320,MICRO-SERVICE,62.01Z,ess_france|sirene,siren_direct
492681499,CSI-SUD,62.01Z,ess_france|sirene,siren_direct
492852348,INFORMATIQUE ET TELEMATIQUE DE MORANGIS,62.02A,ess_france|sirene,siren_direct
492886999,ASSISTANCE INFORMATIQUE ROUSSILLONNAISE,62.02A,ess_france|sirene,siren_direct
493037824,CENTRE DE REGROUPEMENT INFORMATIQUE ET STATISTIQUE EN ANATOMIE ET CYTOLOGIE PATHOLOGIQUES DE LA REGION RHONE ALPES,63.11Z,ess_france|sirene,siren_direct
493258784,DECLIC INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
493389258,LA PUCE JOCASSIENNE,62.02A,ess_france|sirene,siren_direct
493602726,HANDIVISION,62.01Z,ess_france|sirene,siren_direct
493632277,ASSOCIATION  EZCOM-FR,63.11Z,ess_france|sirene,siren_direct
493646269,WEB HOSTING CONCEPT (WHC),62.01Z,ess_france|sirene,siren_direct
493983167,QUANTUMI,62.02A,ess_france|sirene,siren_direct
494005945,ADMINISTRELLE,63.11Z,ess_france|sirene,siren_direct
494260938,ASSOCIATION INFORMATIQUE MULTIMEDIA 12M,62.02A,ess_france|sirene,siren_direct
494871916,VIRTUALRMS,62.02A,ess_france|sirene,siren_direct
495096505,MOSTICK,62.02A,ess_france|sirene,siren_direct
495106049,ASS MANDATAIRES ADMINISTRATEURS JUDICIAIRES INFORMATIQUE,62.01Z,ess_france|sirene,siren_direct
495398877,PUISSANCE DES CONNAISSANCES,62.02A,ess_france|sirene,siren_direct
497553487,SCOPIKA,62.02A,ess_france|sirene,siren_direct
497675637,ORANI,62.02A,ess_france|sirene,siren_direct
497846857,GNU LINUX MATTERS 'GNU LINUX COMPTE',62.02A,ess_france|sirene,siren_direct
498232875,ACTION WEB MULTIMEDIA,62.02A,ess_france|sirene,siren_direct
498452150,CHAILLEVETTE INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
498570068,AMBWEB,62.01Z,ess_france|sirene,siren_direct
498906080,CLUB ROISEY INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
498936798,TSKLAN,63.11Z,ess_france|sirene,siren_direct
499078335,SAYAI,62.02A,ess_france|sirene,siren_direct
499266039,DATABEANS,62.02B,ess_france|sirene,siren_direct
499516797,SILEX TAILLE NUMERIQUE,62.01Z,ess_france|sirene,siren_direct
499525772,MSO PLUS,62.02A,ess_france|sirene,siren_direct
499601904,ABC LOGISTIQUE,62.02A,ess_france|sirene,siren_direct
499820017,ASSONET,62.01Z,ess_france|sirene,siren_direct
500008370,LAIDUX,62.01Z,ess_france|sirene,siren_direct
500113196,INGENIA,62.02A,ess_france|sirene,siren_direct
500315627,REZONANCE INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
500653399,A.P.I AIDE PERSONNALISEE A L' INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
500745856,MAKE IT MAGIC,63.12Z,ess_france|sirene,siren_direct
500887229,LES TROMPETTES DE VERSAILLES,62.01Z,ess_france|sirene,siren_direct
501206130,DAT'AIDS,63.11Z,ess_france|sirene,siren_direct
501250872,ECO-SAPIENS,63.12Z,ess_france|sirene,siren_direct
501316665,DIRECTVELO,63.12Z,ess_france|sirene,siren_direct
501462352,LE CLAVIER LIBRE,62.02A,ess_france|sirene,siren_direct
501628028,AUTOKTONE,62.02A,ess_france|sirene,siren_direct
501734941,VIRTUALSERV,62.02A,ess_france|sirene,siren_direct
501745780,NET ESPACE TECHNIQUE,62.02A,ess_france|sirene,siren_direct
501952261,PROJECT DEVELOPMENT,58.29A,ess_france|sirene,siren_direct
502082688,HIVANE,62.02A,ess_france|sirene,siren_direct
502216492,INTIS,62.02A,ess_france|sirene,siren_direct
502310949,ANTIBOISE MULTIMEDIA,62.01Z,ess_france|sirene,siren_direct
502378532,FOUR DEVILS PROD,62.01Z,ess_france|sirene,siren_direct
502513344,MARSEILLE PRO SERVICE,62.01Z,ess_france|sirene,siren_direct
502540586,CYBER CLUN INFO NET,62.02A,ess_france|sirene,siren_direct
502836349,GROUPE INFORMATIQUE DE L'ECOLE CENTRALE MARSEILLE,62.02A,ess_france|sirene,siren_direct
503062408,ACCESS42,62.01Z,ess_france|sirene,siren_direct
503268625,WEB SOLIDAIRE,62.01Z,ess_france|sirene,siren_direct
503408098,POUR UNE INFORMATIQUE LIBRE,62.02A,ess_france|sirene,siren_direct
503621518,UNIVERS VIRTUELS,63.12Z,ess_france|sirene,siren_direct
503729956,ASSOCIATION INFORMATIQUE VOUZON (A I V),62.02A,ess_france|sirene,siren_direct
503735276,ATELIERS MIEUX ETRE,63.12Z,ess_france|sirene,siren_direct
