siren;sources;origines;methode_jointure;confiance_jointure;denomination;code_postal;commune;site_web;nom_structure_porteuse;naf;tranche_effectifs;categorie_juridique;denomination__tiers_lieux;code_postal__tiers_lieux;commune__tiers_lieux;site_web__tiers_lieux;denomination__ess_numerique;denomination__cate_juridique;nom_usage;famille_ess;naf_numerique;tags_numerique
383364866;ess_france|sirene;ess_numerique;siren_direct;;INFOR ASSOCIATIONS;;;;;62.02A;;;;;;;;;;;True;conseil_it
383482833;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS UNION ALPINE PRESTATIONS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
383524691;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INTERACTION FRANCE PORTUGAL;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
383637949;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOC DE GRAPHOLOGIE DE MIDIPYRENEES;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
383753951;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SERVICES PLUS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
383849411;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS POUR L'AMELIORATION DE LA COMMUNICAT;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
383997426;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION NOTRE PAIN;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384017919;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;AMARRE SECURITE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384062378;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INSTI POUR COOPER SIENTIF INTERNATIONALE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384198115;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ARTI'MOD LIMOUSIN;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384240115;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS CHAMB METIERS EN PARTENARIAT INFORMA;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384274379;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOC COMMERC CENTRE COMMERC DE COMPANS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384458303;sirene;cate_juridique;siren_direct;;RESEAU VEGA;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384465837;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;OBSERVATOIRE NATIONAL DU TOURISME;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384732566;sirene;cate_juridique;siren_direct;;ASS DEVELOP INFORMATIQUE SERVICE ENTREPR;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
384796223;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS DEP PROMOTION SOCIALE AGRICOLE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
384834065;ess_france|sirene;ess_numerique;siren_direct;;ASS ENSEIGN DEVEL INGENIERIE INFORMATIQ;;;;;62.02A;;;;;;;;;;;True;conseil_it
384915021;ess_france|sirene;ess_numerique;siren_direct;;CRITT INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
385052816;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;A.C.T.I.V.A.;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
385191028;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;EUROHANDICAP;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
385226030;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SYSTEME RESEAU HAUTE NORMANDIE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
385317490;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ALTERNATIVES TELEMATIQUES & INFORMATIQUE;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
385365747;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;COMMUN ET INFORM REGIONALE CONS. ET ETUD;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
385385844;ess_france|sirene;ess_numerique;siren_direct;;AGENCE POUR LA PROTECTION DES PROGRAMMES;;;;;62.02B;;;;;;;;;;;True;conseil_it
387887219;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOC BIOMEDICALE ET STATISTIQUE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
387894421;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;I.C.B.A;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
388114050;ess_france|sirene;ess_numerique;siren_direct;;PEDIADOL ASSOCIATION POUR LE TRAITEMENT DE LA DOULEUR DE L'ENFANT;;;;;63.12Z;;;;;;;;;;;True;portail_web
388123333;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION CULTURE INFORMATIQUE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
388225021;ess_france|sirene;ess_numerique;siren_direct;;CENTRE DOC HISTORIQUE SUR L'ALGERIE;;;;;63.11Z;;;;;;;;;;;True;hebergement
388287534;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSO LOCALE EVEIL ORIENTATION DES JEUNES;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
388734345;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DIAM-RECHERCHE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
388869299;ess_france|sirene;ess_numerique;siren_direct;;ID NOUVELLES;;;;;62.02A;;;;;;;;;;;True;conseil_it
389398603;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;AMICALE HOTESSE STEWARDS D AIR FRANCE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
389465352;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS RRESALP;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
389607789;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LORRAINE COMPACT DISQUE INTERACTIF;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
389612185;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;JUNIOR ESIEA;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
389805169;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PASSEPORT LOISIRS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
390090827;ess_france|sirene;ess_numerique;siren_direct;;MICROTEL CLUB;;;;;62.02A;;;;;;;;;;;True;conseil_it
390262178;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;I.S.C. INFORMATIQUE SERVICE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
390358190;ess_france|sirene;ess_numerique;siren_direct;;PROMOTION MICRO-INFORMATIQUE CORREZE;;;;;62.02A;;;;;;;;;;;True;conseil_it
390379758;tiers_lieux;tiers_lieux;scoring;1.0;La Dynamo;73000.0;CHAMBERY;https://ladynamo.chambery.fr/;Ville de Chambéry;;;;;;;;;;;;False;
390434793;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ES CLUB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
390470193;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CLUB INFORMATIQUE POUR TOUS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
390681641;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;EDM 24;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
390794022;ess_france|sirene;ess_numerique;siren_direct;;I.L.D.I.;;;;;62.02A;;;;;;;;;;;True;conseil_it
390850139;ess_france|sirene;ess_numerique;siren_direct;;3IL ENTREPRISE;;;;;62.02A;;;;;;;;;;;True;conseil_it
390891489;ess_france|sirene;ess_numerique;siren_direct;;PUISSANCE MAC;;;;;62.02A;;;;;;;;;;;True;conseil_it
390914455;ess_france|sirene;ess_numerique;siren_direct;;GROUP OF TERRESTRIAL FREIGHT FORWARDERS GROUPE DE TRANSPORTEURS FRANCAIS GTF;;;;;62.02A;;;;;;;;;;;True;conseil_it
390989648;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS LANGUES ET INFORMATIQUE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
391111978;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INFOTRANS BOURGOGNE-FRANCHE COMTE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
391238870;ess_france|sirene;ess_numerique;siren_direct;;SERV APTITUDE TELCOM HARDWARE ELECTRONIQ;;;;;62.02A;;;;;;;;;;;True;conseil_it
391256252;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ACCES TELEMATIQUE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
391333895;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MV GRAPHIQUE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
391469202;ess_france|sirene;ess_numerique;siren_direct;;GROUPE STANDARD CTOS;;;;;62.02A;;;;;;;;;;;True;conseil_it
391786878;ess_france|sirene;ess_numerique;siren_direct;;ASSOC TILDE INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
391811387;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MOTOWORLD;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
391880994;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;STATION MUSIQUE SERVICE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
392046033;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;TENZOR AR BREZHOMEG;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
392077442;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DEVELOPPEMENT CONCEPT INFORMAT TELEMAT;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
392082103;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;VOSGES SERVICES INFORMATIQUES;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
392304606;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION GEMACI;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
392531836;sirene;cate_juridique;siren_direct;;FRANCE TELEMATIQUE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
392598116;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;TELECOM NANCY SERVICES;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
392800140;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;GAMME NBC;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
393202056;ess_france|sirene;ess_numerique;siren_direct;;ASS POUR MOYENS TECHNIQUES INFORMATIQUES;;;;;62.02A;;;;;;;;;;;True;conseil_it
393267091;ess_france|sirene;ess_numerique;siren_direct;;BOSCOP;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
393306139;ess_france|sirene;ess_numerique;siren_direct;;ASS MARKETEL;;;;;62.02A;;;;;;;;;;;True;conseil_it
393327622;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DEVELOPPEMENT DIFFUSION INFORMATIQUE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
393420492;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOC RECHERCHE NOUVELLE TECHNOLOGIE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
393518105;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS DE SOUTIEN TECHNICIENS INFORMATIQUE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
393531280;ess_france|sirene;ess_numerique;siren_direct;;CTRE RESSOUR DOCUM TRANSFRONT LORRAINE;;;;;63.12Z;;;;;;;;;;;True;portail_web
393534698;ess_france|sirene;ess_numerique;siren_direct;;ASS FACILOG INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
393616008;ess_france|sirene;ess_numerique;siren_direct;;HEREDIS;;;;;58.29C;;;;;;;;;;;True;edition_logiciel
393651732;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION MICRO INFORMATIQUE ST WITZ;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
393783006;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION EUROSESAME;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
393804406;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INFORM COMPT CONSEIL ASSIST FORMATION;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
394225122;ess_france|sirene;ess_numerique;siren_direct;;ARCANES;;;;;62.02A;;;;;;;;;;;True;conseil_it
394385041;ess_france|sirene;ess_numerique;siren_direct;;DIALOG;;;;;62.02A;;;;;;;;;;;True;conseil_it
394438311;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION MICRO LOISIRS;;;;;62.02A;;;;;;;;;;;True;conseil_it
394509442;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MULTIMEDIAS CHU POITIERS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
394578496;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PYRENEES ATLANTIQUES TELEMATIQUE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
394737860;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CLUB PHIGKS BX;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
394756878;ess_france|sirene;ess_numerique;siren_direct;;ASS FRANCO VIETN DIFFU INFORM GEST VIETN;;;;;62.02A;;;;;;;;;;;True;conseil_it
394758247;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DECLIC INFORMATIQUE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
394987622;ess_france|sirene;ess_numerique;siren_direct;;ASS PICARDE PROMOTION INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
395076359;ess_france|sirene;ess_numerique;siren_direct;;APPLICATIONS MICRO RESEAU INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
395110109;ess_france|sirene;ess_numerique;siren_direct;;CLUB INFORMATIQUE DU GOLFE SAMBRACITAIN;;;;;62.02A;;;;;;;;;;;True;conseil_it
395241672;ess_france|sirene;ess_numerique;siren_direct;;A.N.T.A.R.T.I.Q.U.E.;;;;;62.02A;;;;;;;;;;;True;conseil_it
395275886;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION CLUB INFOGRAMES;;;;;62.02A;;;;;;;;;;;True;conseil_it
395322712;ess_france|sirene;ess_numerique;siren_direct;;RESEAU PHAST;;;;;62.02A;;;;;;;;;;;True;conseil_it
395372451;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS INT CENTRES TELESERVICES COMMUNAUTE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
395390198;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSINFO;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
397423948;ess_france|sirene;ess_numerique;siren_direct;;TROIZAIRE;;;;;62.02A;;;;;;;;;;;True;conseil_it
397457144;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS CONCEPTION INTEGRATION INFORMATIQUE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
397502931;ess_france|sirene;ess_numerique;siren_direct;;DELTACAD;;;;;62.02B;;;;;;;;;;;True;conseil_it
397530841;ess_france|sirene;ess_numerique;siren_direct;;O K GESTION;;;;;62.02A;;;;;;;;;;;True;conseil_it
397763384;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FRANCE 8 POOL ALSACE LORRAINE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
398029520;ess_france|sirene;ess_numerique;siren_direct;;VIT'INFO;;;;;62.02A;;;;;;;;;;;True;conseil_it
398043307;ess_france|sirene;ess_numerique;siren_direct;;ASS UTILISAT. DEVELOPP. AUTOMAT. LOGIC;;;;;62.02A;;;;;;;;;;;True;conseil_it
398183582;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CONCEPTION PROMOTION INFORMATIQUE ARTS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
398209445;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;OBSERVATOIRE REGIONAL DES TRANSPORTS ET DES MOBILITES DES PAYS DE LA LOIRE;;;;;63.11Z;1;9220.0;;;;;;;;association;True;hebergement
398667113;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INSTITUT POUR L'HISTOIRE DE L'ALUMINIUM;;;;;63.11Z;3;9220.0;;;;;;;;association;True;hebergement
398821629;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS ASTEX;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
398864736;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MICROPUCE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
398884486;sirene;cate_juridique;siren_direct;;PILAT INFORMATIQUE EDUCATIVE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
398948752;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOC DES DEVELOPPEURS AMIGA;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
398986844;ess_france|sirene;ess_numerique;siren_direct;;APPLICATIONS MICRO;;;;;62.02A;;;;;;;;;;;True;conseil_it
399167634;ess_france|sirene;ess_numerique;siren_direct;;ORGAN REALIS INFORMATIQUES CONSEIL FORMA;;;;;62.02A;;;;;;;;;;;True;conseil_it
399284306;ess_france|sirene;ess_numerique;siren_direct;;JOKER INFORMATIQUE;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
399319102;ess_france|sirene;ess_numerique;siren_direct;;ASS FORMAT CONSEIL DEVELOP SYSTEMES UNIX;;;;;62.02A;;;;;;;;;;;True;conseil_it
399432681;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CLUB SERIE 3;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
399524842;ess_france|sirene;ess_numerique;siren_direct;;CONSEILS INFORMATIQUES AUX ASSOCIATIONS;;;;;62.02A;;;;;;;;;;;True;conseil_it
399672120;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MUSIC BOX;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
399760925;ess_france|sirene;ess_numerique;siren_direct;;CLUB IDI;;;;;62.02A;;;;;;;;;;;True;conseil_it
400063269;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION MIC ROB;;;;;62.02A;;;;;;;;;;;True;conseil_it
400123188;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CHAMPAGNE-RELAIS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
400434866;sirene;cate_juridique;siren_direct;;ASS MEDECINE INFORMATIQUE RECHERCHE MIRE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
400469607;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ECHOSIGNE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
400522801;ess_france|sirene;ess_numerique;siren_direct;;ASS. CAVALARE CONSEIL INFORMATIQUE FORMA;;;;;62.02A;;;;;;;;;;;True;conseil_it
400732822;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;OBSERVATOIRE FRANCO ASIE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
400766705;sirene;cate_juridique;siren_direct;;ASSOCIATION ACE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
400767570;ess_france|sirene;ess_numerique;siren_direct;;ATELIER REVESTOIS INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
401095864;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;BUREAUTIQUE ET INFORMATIQUE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
401263629;ess_france|sirene;ess_numerique;siren_direct;;CLUB SECURITE INFORMATIQUE REGION CENTRE;;;;;62.02A;;;;;;;;;;;True;conseil_it
401416219;ess_france|sirene;ess_numerique;siren_direct;;CLIGNOTANTS ENFANCE DANGER;;;;;62.02A;;;;;;;;;;;True;conseil_it
401445572;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION CHRYSALIDE;;;;;63.11Z;2;9220.0;;;;;;;;association;True;hebergement
401644174;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INFO BOURGOGNE FRANCHE COMTE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
401809603;ess_france|sirene;ess_numerique;siren_direct;;L INFORMATIQUE APPLIQUEE DU DI;;;;;62.02A;;;;;;;;;;;True;conseil_it
401963707;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CASTELNAU MICRO;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
401994066;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CREATIF;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
402171102;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;AIDE DEVELOPPEMENT RESEAU INFORMATIQ HAN;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
402286744;ess_france|sirene;ess_numerique;siren_direct;;CLUB INFORMATIQUE DE L ARTISANAT;;;;;62.02A;;;;;;;;;;;True;conseil_it
402349864;ess_france|sirene;ess_numerique;siren_direct;;MERCURE;;;;;62.02A;;;;;;;;;;;True;conseil_it
402509558;sirene;cate_juridique;siren_direct;;ASS DEVE INFOR ETS PUBLICS SANTE SOCIAUX;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
402765416;ess_france|sirene;ess_numerique;siren_direct;;CARESOFT;;;;;62.02A;;;;;;;;;;;True;conseil_it
402820971;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;OMNI COM FRANCE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
402889448;ess_france|sirene;ess_numerique;siren_direct;;CELY INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
402908800;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INTITUT DS COMMUNI RESEAUX EUROPEENS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
402964159;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;WORLD WIDE WEB;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
402985915;ess_france|sirene;ess_numerique;siren_direct;;MICROCONCEPT;;;;;62.02A;;;;;;;;;;;True;conseil_it
403156540;ess_france|sirene;ess_numerique;siren_direct;;EXPERT- COMPTABLE MEDIA ASSOCIATION;;;;;63.12Z;;;;;;;;;;;True;portail_web
403284508;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ROM CONCEPT;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
403433535;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;INFOTRANS MARTINIQUE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
403442239;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS INFORMATIQUE SERVICE ET ASSISTANCE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
403454853;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS INFOTRANS NORD PAS DE CALAIS;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
403503691;ess_france|sirene;ess_numerique;siren_direct;;CREARTIS CD PROD;;;;;62.02A;;;;;;;;;;;True;conseil_it
403708225;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION ADRISE;;;;;62.02A;;;;;;;;;;;True;conseil_it
403790629;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOC RESEAU POITOU-CHARENTES;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
403897465;ess_france|sirene;ess_numerique;siren_direct;;CIFORM;;;;;62.02A;;;;;;;;;;;True;conseil_it
403941263;ess_france|sirene;ess_numerique;siren_direct;;TOUTES TECHN MICRO INFORM DE A AZ;;;;;62.02A;;;;;;;;;;;True;conseil_it
404007619;ess_france|sirene;ess_numerique;siren_direct;;DIFFUSION INFORMATIQ CONSEIL ORGANISAT;;;;;62.02A;;;;;;;;;;;True;conseil_it
404110702;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PAO;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
404128076;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;STUR;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
404332660;sirene;cate_juridique;siren_direct;;ASSOCIATION CLARTE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
404341935;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;GEDSIM;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
404387920;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS DEBOUT;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
404422628;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS STRUCTURE DEVELOPPEMENT APPLIQUE;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
404486490;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION AT LR;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
404534513;ess_france|sirene;ess_numerique;siren_direct;;INSTITUT REPONSES INFORMATIQUES;;;;;62.02A;;;;;;;;;;;True;conseil_it
404565046;sirene;cate_juridique;siren_direct;;GROUPT DIFFUSION FINANCIERE & COMPTABLE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
404728115;ess_france|sirene;ess_numerique;siren_direct;;ASS MICROLOGS;;;;;62.02A;;;;;;;;;;;True;conseil_it
405297268;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SAISIE CONSEIL INFORMAT FORMATION;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
407685817;ess_france|sirene;ess_numerique;siren_direct;;DEVELOP.INFORMATIQ.MILIEU ASS.CULTUREL..;;;;;62.02A;;;;;;;;;;;True;conseil_it
407844331;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION A.C.G.I.;;;;;62.02A;;;;;;;;;;;True;conseil_it
407903202;sirene;cate_juridique;siren_direct;;ISOC FRANCE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
408050672;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;HANTAMEDIA;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
408260909;ess_france|sirene;ess_numerique;siren_direct;;ETOILE PLUS;;;;;62.02A;;;;;;;;;;;True;conseil_it
408478733;ess_france|sirene;ess_numerique;siren_direct;;DATAKIT;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
408830073;ess_france|sirene;ess_numerique;siren_direct;;CARD;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
