siren,sources,origines,methode_jointure,confiance_jointure,denomination,code_postal,commune,site_web,nom_structure_porteuse,naf,tranche_effectifs,categorie_juridique,group_naf,group_cate,denomination__tiers_lieux,code_postal__tiers_lieux,commune__tiers_lieux,site_web__tiers_lieux,nom_usage,denomination__ess_x_naf,denomination__cate_x_naf,denomination__ess_flag_insee,famille_ess,naf_numerique,tags_numerique
750194664,sirene,cate_x_naf,siren_direct,1.0,TOUT EST DIT !,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
750323438,sirene,ess_flag_insee,siren_direct,1.0,DOCMADI,,,,,63.11Z,NN,5710.0,,,,,,,,,,,,True,hebergement
750584864,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,OP3FT,,,,,62.01Z,11,9300.0,group_naf_1,group_cate_1,,,,,,,,,fondation,True,dev_logiciel
751369612,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,ISULANA,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
751389693,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION TICIO,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
751524844,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,SI AVESNOIS LAB,,,,,62.02A,03,5458.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
751533498,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FABVLVS,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel
751541939,sirene,ess_flag_insee,siren_direct,1.0,NETIGO,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
751633777,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,K2O,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
751806969,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,CORULYS,,,,,62.02A,NN,5460.0,,,,,,,,,,,,True,conseil_it
751978818,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GROUPEMENT ASSOCIATIF DE COOPERATION SYNERGIE,,,,,62.02A,11,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
752464966,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,EXANTIS INFORMATIQUE,,,,,62.02B,03,5458.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
752548149,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,ENOVALP,,,,,62.02A,02,5460.0,,,,,,,,,,,,True,conseil_it
752633321,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TERRITOIRES MULTIMEDIAS,,,,,58.29A,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel
752834366,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CAPT'AIN DISCOUNT,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
753495316,sirene,ess_flag_insee,siren_direct,1.0,TRIBELEADR,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
753547751,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WEBOPTION,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
753648633,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ENVIRONNEMENT SONORE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
753770122,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FREQUENCE SUD,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
753797836,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,LE CADRAN BINAIRE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
753955277,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,EMPREINTES,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
753955814,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,PISOFT,,,,,62.01Z,NN,5458.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel
753955996,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION FRANCE-IOI,,,,,62.01Z,02,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
775604663,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,A E R DE LOIRE ATLANTIQUE,,,,,62.01Z,11,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
777732553,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,ASS REGIONALE SERVICE ORG ELEVAG BRETAG,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
778196048,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOC GESTION ENTR A R P E G E,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
778456616,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,COMITE DES FOIRES DE FOURS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
778478487,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,JURIFIS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
779314434,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,OKTEO COOP,,,,,63.11Z,12,6317.0,group_naf_1,group_cate_1,,,,,,,,,cooperative,True,hebergement
780704771,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION EQUADE,,,,,62.03Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,hebergement
780745188,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SOC ORGANI FOIRES ET SALON PAYS D'AUGE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
781081385,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,COMICE AGRICOLE PAYS BRAY REGION EST,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
781122916,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INSTITUT DROIT INTERNATIONAL TRANSPORTS,,,,,63.11Z,00,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
781381850,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,GROUPEMENT INFORMATIQUE OCEAN,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
784330599,sirene,cate_x_naf,siren_direct,1.0,ASSOCIATION AUXILIAIRE DE L AUTOMOBILE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
784448854,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS SCIENT INFOR TOXIC THERAP,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
784637050,sirene,cate_x_naf,siren_direct,1.0,NUPHAR TRUST,,,,,63.11Z,NN,9900.0,group_naf_1,group_cate_2,,,,,,,,,fondation,True,hebergement
784844953,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CTRE INFORMATION UTILISATEURS PROGICIELS,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
785244872,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,ASSOCIATION JEAN FAVARD,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
788432854,sirene,ess_flag_insee,siren_direct,1.0,PARLANOO,,,,,63.11Z,NN,5499.0,,,,,,,,,,,,True,hebergement
788644722,sirene,ess_flag_insee,siren_direct,1.0,BV IT CONSULTING,,,,,62.02A,NN,5499.0,,,,,,,,,,,,True,conseil_it
788675486,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,SIGNES ET FORMATIONS,,,,,62.02A,11,5458.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
788750339,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,STANLEY KUBRICK ONE-POINT PERSPECTIVE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
788864361,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,MICRO SYMPA,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
788880102,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,CLE@,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
789487998,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,PRAGMA PERITUS,,,,,62.01Z,02,5460.0,,,,,,,,,,,,True,dev_logiciel
789553922,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SIER@,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
789561248,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSO KIBOUGE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
789582848,sirene,ess_flag_insee,siren_direct,1.0,YADLE,,,,,63.11Z,NN,5710.0,,,,,,,,,,,,True,hebergement
789622024,ess_france|sirene,ess_x_naf,siren_direct,1.0,OCHELYS,,,,,62.02A,,,,,,,,,,,,,,True,conseil_it
789714128,sirene,ess_flag_insee,siren_direct,1.0,TALAOS CONSEIL,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
789715422,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WESOFT,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
789794864,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,METAPHYSIK,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
789861341,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,PHON O'GRAF,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
789930815,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,RADIOAB-LIVE - LA MUSIQUE SANS LIMITE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
790031835,esus|sirene,cate_x_naf,siren_direct,1.0,LA SPEC,,,,,62.01Z,11,5710.0,group_naf_1,,,,,,,,,,,True,dev_logiciel
790097612,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,CODE COULEURS,,,,,62.01Z,NN,5458.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel
790167837,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LOUTY,,,,,62.01Z,03,5560.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel
790212450,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,SCOPYLEFT,,,,,62.01Z,03,5458.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel
790296677,ess_france|sirene,ess_x_naf,siren_direct,1.0,GAME IN LAB,,,,,58.21Z,,,,,,,,,,,,,,True,edition_jeux
790300016,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NIHOST,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
790351910,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,SCIC MNEMOTIX,,,,,62.02A,02,5460.0,,,,,,,,,,,,True,conseil_it
790413066,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,MEDIA REPORTER,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
790552640,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GROUPE DE REFLEXION SUR LES EMPREINTES ECOLOGIQUES LOCALES,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
790602452,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION DES GDS (AGDS),,,,,62.02B,01,9230.0,group_naf_2,group_cate_2,,,,,,,,,association,True,conseil_it
790910939,sirene,ess_flag_insee,siren_direct,1.0,CINERGIE-SYSTEMES,,,,,62.02A,NN,5499.0,,,,,,,,,,,,True,conseil_it
791112691,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,JRASSIC GAMES,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
791266562,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,CORIOLYS,,,,,62.01Z,NN,5460.0,,,,,,,,,,,,True,dev_logiciel
791358070,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,SHRUBB,,,,,62.01Z,NN,5458.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel
791713670,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,HEXOLIA 2,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
791715790,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GROUPE PULSEHEBERG,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
791878556,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION PLANETE LOSANGE,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
792377731,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,AKRETION FRANCE,,,,,62.01Z,NN,5460.0,,,,,,,,,,,,True,dev_logiciel
792407421,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,AVIZZEO,,,,,62.02A,02,5460.0,,,,,,,,,,,,True,conseil_it
792424053,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TOUS LES FESTIVALS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
792665770,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SYSTEME PROFESSIONNEL D INFORMATION SUR L ELEVAGE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
793223249,ess_france|sirene,ess_x_naf,siren_direct,1.0,CONFLUENCE CONSEIL,,,,,62.02A,,,,,,,,,,,,,,True,conseil_it
793236969,ess_france|sirene,ess_x_naf,siren_direct,1.0,LOGEAS INFORMATIQUE,,,,,62.02A,,,,,,,,,,,,,,True,conseil_it
793269044,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ICOV'ON,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
793286717,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,ALSACE LE DEPLACEMENT LIBRE,,,,,63.11Z,NN,5460.0,,,,,,,,,,,,True,hebergement
793318759,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ART CONTEMPORAIN EN AUVERGNE RHONE ALPES,,,,,63.12Z,01,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
793338153,sirene,ess_flag_insee,siren_direct,1.0,JEEMLA,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
793411778,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,HASHBANG,,,,,62.02A,03,5458.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
793594938,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MOUVEMENT CITOYEN POUR LA PROTECTION ANIMALE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
793602442,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GLOBAL FWI,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
793630237,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,APPEDUFUN,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel
793630948,sirene,ess_flag_insee,siren_direct,1.0,KARUKERAPPS,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
793709577,ess_france|sirene,ess_x_naf,siren_direct,1.0,STUDIO BLACK FLAG,,,,,58.21Z,,,,,,,,,,,,,,True,edition_jeux
793759283,sirene,cate_x_naf,siren_direct,1.0,DEFI INFORMATIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
793791955,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CONSTRUCTION21 FRANCE,,,,,63.12Z,11,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
793908054,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASS INFO-WEB,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
794029421,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,VODOLIS,,,,,62.03Z,03,5458.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,hebergement
794197442,sirene,ess_flag_insee,siren_direct,1.0,LINTEXT,,,,,62.01Z,NN,5499.0,,,,,,,,,,,,True,dev_logiciel
794228353,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NEXTTIME TV,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
794242909,ess_france|sirene,ess_x_naf,siren_direct,1.0,SCOP IT,,,,,62.02A,,,,,,,,,,,,,,True,conseil_it
794255497,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION DE RECHERCHE EN INFORMATIQUE APPLIQUEE,,,,,62.01Z,01,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
794388546,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,PLATEFORME RADIO,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
794743534,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ACHETEZASAINTAMAND,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
794786178,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,GEEKARTS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
794875963,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOMEDOC.COM,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
794911800,sirene,ess_flag_insee,siren_direct,1.0,CSI,,,,,62.01Z,01,5499.0,,,,,,,,,,,,True,dev_logiciel
795009919,sirene,ess_flag_insee,siren_direct,1.0,COLLABORATIVE RECYCLING,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
795083633,esus|sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,AUTICIEL,,,,,62.01Z,12,5710.0,group_naf_1,,,,,,,,,,,True,dev_logiciel
795110675,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LAB TRANSMEDIA MARSEILLE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
795177484,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,OPDOP,,,,,62.02A,NN,5460.0,,,,,,,,,,,,True,conseil_it
795187053,sirene,ess_flag_insee,siren_direct,1.0,TNSCOP,,,,,62.01Z,NN,5460.0,,,,,,,,,,,,True,dev_logiciel
795291053,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,COMMUNAUTE CAPDEMAT,,,,,58.29C,02,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel
797572864,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,HORUS HEALTHCARE SYSTEMS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
797605359,esus|sirene,cate_x_naf,siren_direct,1.0,HOPLA,,,,,63.11Z,03,5710.0,group_naf_1,,,,,,,,,,,True,hebergement
797794260,sirene,cate_x_naf,siren_direct,1.0,NET-REZO,,,,,62.01Z,NN,5458.0,group_naf_1,group_cate_2,,,,,,,,,cooperative,True,dev_logiciel
797809472,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LES AMIS DE UNITEXT,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
797864717,sirene,ess_flag_insee,siren_direct,1.0,LA BOITE A BALISES,,,,,62.02A,NN,5460.0,,,,,,,,,,,,True,conseil_it
797904018,tiers_lieux,tiers_lieux,scoring,0.9,RUN FABLAB,97400.0,SAINT-DENIS,http://runfablab.re,SOLIDARNUM,,,,,,,,,,,,,,,False,
798017489,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GAME DEV PARTY,,,,,58.21Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,edition_jeux
798074688,sirene,ess_flag_insee,siren_direct,1.0,MEDICODE,,,,,62.01Z,02,5499.0,,,,,,,,,,,,True,dev_logiciel
798134243,ess_france|sirene,ess_x_naf,siren_direct,1.0,KAPEI,,,,,62.02A,,,,,,,,,,,,,,True,conseil_it
798175428,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,PROXI-INFO,,,,,62.02A,02,5460.0,,,,,,,,,,,,True,conseil_it
798363958,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ANNUAIRE LOUIS LE GRAND,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
798632717,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,7TH ARTHOUSE,,,,,62.02B,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
798688610,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TROYES POINT ZERO,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
799017132,sirene,ess_flag_insee,siren_direct,1.0,GBTW,,,,,62.01Z,NN,5499.0,,,,,,,,,,,,True,dev_logiciel
799466966,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CHARAONE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
799481718,sirene,ess_flag_insee,siren_direct,1.0,ADROMA CONSEIL,,,,,62.02A,12,5710.0,,,,,,,,,,,,True,conseil_it
799572300,sirene,cate_x_naf,siren_direct,1.0,BE MY GAME,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
799586656,esus|sirene,cate_x_naf,siren_direct,1.0,AZ PROJET,,,,,62.01Z,NN,5710.0,group_naf_1,,,,,,,,,,,True,dev_logiciel
799724166,ess_france|sirene,ess_x_naf,siren_direct,1.0,DIXQUINZE,,,,,62.01Z,,,,,,,,,,,,,,True,dev_logiciel
799823521,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LE CLUB DE L'INFORMATIK,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
800034043,sirene,ess_flag_insee,siren_direct,1.0,LOCKSELF,,,,,63.11Z,12,5710.0,,,,,,,,,,,,True,hebergement
800094294,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,OISUX,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
800097164,sirene,ess_flag_insee,siren_direct,1.0,LASIUS,,,,,62.01Z,NN,5499.0,,,,,,,,,,,,True,dev_logiciel
800163073,esus|sirene,cate_x_naf,siren_direct,1.0,TLAG,,,,,62.01Z,00,5710.0,group_naf_1,,,,,,,,,,,True,dev_logiciel
800213126,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CERCLE D'ENTRAIDE ET RESEAU COOPERATIF AUTOUR DES LOGICIELS LIBRES,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
800278152,sirene,ess_flag_insee,siren_direct,1.0,VIA CANAL,,,,,62.01Z,01,5499.0,,,,,,,,,,,,True,dev_logiciel
800367120,sirene,cate_x_naf,siren_direct,1.0,MONSITE-INTERNET,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
800503443,sirene,cate_x_naf,siren_direct,1.0,GMONSITE-WEB,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
800658619,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MADE YOUR WEB,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
800814360,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,TROYES TELECOM,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
800916504,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,AGENCE BLANCHE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
800930810,sirene,ess_flag_insee,siren_direct,1.0,JOHN TROUVE TOUT,,,,,63.11Z,NN,5710.0,,,,,,,,,,,,True,hebergement
801025891,sirene,ess_flag_insee,siren_direct,1.0,BFPLANET,,,,,58.29C,NN,5710.0,,,,,,,,,,,,True,edition_logiciel
